patient_id,ho_ten,cccd,ngay_sinh,so_dien_thoai,email,dia_chi,benh,ket_qua_xet_nghiem,bac_si_phu_trach,ngay_kham
33932b6c-9d37-4fb6-aafb-3e9054ec84ce,Bà Nhật Lê,171327118703,07/06/2002,0582549842,john02@example.net,"851 Bùi Ngõ
JaneHuyện, 243079",Huyết áp cao,7.07,Quý cô Hải Dương,27/03/2026
8fddbebc-f7ff-48d4-b509-f08a2c988bca,Quang Xuân Bùi,780176223919,04/10/1957,0837797846,john20@example.net,"0 Jane Làng
Thị xã JohnHuyện, 881549",Tim mạch,9.94,Lâm Đặng,09/05/2026
f68c62e6-e2a4-4909-a2dd-22d52afaab7b,Nhật Đặng,071515363572,18/12/1967,0850753972,john31@example.com,"0 Jane Dãy
JohnThị xã, 617033",Tim mạch,6.28,Thành Hữu Trần,19/04/2026
a6a5f0ff-93fb-41d0-9d32-6d9cc9ea356a,Chị Chi Trần,624687563551,13/09/1993,0597728696,vujohn@example.com,"526 John Ngõ
JanePhường, 132498",Huyết áp cao,6.51,Hải Xuân Hoàng,27/04/2026
54c29d5c-19ec-4829-8db5-d4412837f418,Chị Hồng Mai,918801490038,26/01/1988,0835360355,jane43@example.org,"050 Trần Khu
JohnThành phố, 126985",Khỏe mạnh,11.69,Chị Dương Vũ,08/05/2026
4ef03f80-1d91-4e39-9801-4004793bed1b,Nhật Mai Bảo Vũ,634831602489,05/01/1942,0571795948,xle@example.com,"477 Phạm Khu
Quận JohnThành phố, 800596",Huyết áp cao,7.24,Tùng Bảo Hoàng,30/01/2026
d183010f-6319-429b-973e-7bb90f9ca17b,Phương Mai Bảo Hoàng,067435436833,21/09/1999,0853611205,fvu@example.com,"9 John Dãy
Quận JohnQuận, 232315",Tiểu đường,5.12,Hồng Trần,10/05/2026
d2938e6e-ff4d-4930-b3b0-fb536f75ee8a,Bà Thành Trần,910668990306,17/09/1941,0557702465,umai@example.com,"9 Trần Số
Quận JohnThành phố, 690016",Huyết áp cao,4.94,Hạnh Mai,26/04/2026
620f230b-439e-454c-a930-16eae0bda1ee,Quý ông Hưng Lê,045274507561,19/06/1955,0709111054,janenguyen@example.com,"3 Jane Khu
JohnHuyện, 957091",Huyết áp cao,5.13,Khoa Vũ,21/04/2026
1924c644-af52-4666-b239-09f4dbb54645,Chị Thảo Dương,986743233348,12/11/1991,0519855440,jane69@example.net,"678 Nguyễn Hẻm
Huyện JaneQuận, 918430",Tiểu đường,9.75,Lan Phạm,25/04/2026
3fde9814-0ec0-4d4b-9644-1a9d3362d476,Chi Nguyễn,734535466717,18/05/2002,0844076238,janedang@example.com,"0 Jane Dãy
JohnThị xã, 715388",Tim mạch,5.77,Quang Xuân Vũ,09/04/2026
0706fec2-48fa-4e98-9723-ecdbb0588256,An Xuân Hoàng,847761107813,15/04/1992,0593416199,johnpham@example.net,"0 Jane Hẻm
Thành phố JohnHuyện, 737894",Huyết áp cao,4.32,Anh Bùi,28/04/2026
4082fcda-7580-44e9-9945-0186da018d29,Quý cô Thảo Mai,618758323655,15/07/1995,0304807317,ghoang@example.org,"9 Vũ Ngõ
JohnHuyện, 389913",Huyết áp cao,7.5,Anh Đức Vũ,25/01/2026
e651e3e1-3d84-4fc9-83f6-2136846d5a3b,Vi Hoàng,199688065130,09/11/1964,0864625547,john07@example.com,"60 Jane Làng
JaneXã, 414777",Huyết áp cao,5.84,Chị Hạnh Trần,03/03/2026
ceef9fa8-b9a5-44d0-8237-01f1bdacdc5e,Bà Hải Trần,039901253615,02/08/1951,0990665356,janebui@example.com,"17 John Dãy
Thành phố JaneXã, 412848",Tiểu đường,4.86,An Trí Lê,10/05/2026
91c46efc-fcb8-46bb-a8c0-cbef57b936b0,Anh Dũng Lê,048601838095,22/03/1992,0368100625,odang@example.org,"743 John Dãy
Quận JanePhường, 550268",Tiểu đường,7.31,Kim Mai Bảo Bùi,01/01/2026
5f8392d5-bb0c-4919-b30c-cff588a5fa0d,Xuân Đặng,650186384224,11/08/1990,0889901732,johnnguyen@example.net,"5 Lê Ngõ
JaneQuận, 168458",Tim mạch,6.24,Thảo Vũ,01/03/2026
567c5d44-862c-42fd-98ab-b2e785319f0f,Hải Trí Đặng,587711948266,30/01/2008,0983241155,wdang@example.org,"332 John Hẻm
Huyện JohnThị xã, 771425",Tim mạch,6.87,Tùng Hoàng,07/01/2026
1bad52a8-a976-4c4d-8c47-2187fea35d37,Ngọc Trần,642689710825,13/10/1965,0738672333,jtran@example.com,"046 Jane Hẻm
JohnXã, 853681",Tim mạch,10.18,Hạnh Trần,13/04/2026
3322c68b-9be7-4aec-b2da-81f07f6bd3c6,Minh Phạm,605026815158,27/06/1961,0900463049,kvu@example.org,"7 Phạm Đường
Thành phố JohnXã, 801520",Tim mạch,6.63,Anh Vũ Mai,10/01/2026
41822509-e79f-4f3d-99ee-2c3bb93c4b0b,Quý cô Thảo Vũ,621301935302,02/04/1969,0329503633,lejohn@example.com,"11 John Hẻm
Huyện JaneThị xã, 752011",Huyết áp cao,5.56,Vũ Đặng,17/04/2026
6676cc75-6699-4af5-9d24-181c2ed087d4,Bác Thành Dương,127366547847,02/10/1993,0303030128,johnle@example.net,"697 Lê Số
JohnPhường, 979269",Tim mạch,10.13,Quý cô Nhật Trần,27/04/2026
42f90f92-1036-4a81-8bc4-d7ba70d0ebcb,Nam Hải Đặng,714408668094,03/04/1973,0576289938,buijohn@example.com,"890 John Dãy
JohnThành phố, 887931",Khỏe mạnh,7.61,Bác Quang Đặng,08/05/2026
8ced4707-3903-4b65-81c6-1eeb0ce3c8c8,Kim Hải Trần,132207834382,15/11/1968,0372433925,ftran@example.com,"0 Jane Số
Thành phố JohnXã, 749137",Tiểu đường,10.47,Minh Mai,28/01/2026
57423882-f34a-4949-b4ca-0ad7abe5be96,Hưng Hải Dương,759478681582,05/08/1959,0508233858,tdang@example.com,"554 Trần Đường
Thị xã JohnPhường, 878579",Tiểu đường,9.6,Hà Đức Hoàng,26/01/2026
6494dd5c-da29-4905-ae22-a70b1ee93260,Quý cô Ánh Phạm,996444648311,08/09/1987,0589529468,buijohn@example.net,"79 Jane Đường
Thị xã JaneXã, 919023",Khỏe mạnh,10.19,Chị Nhật Lê,14/01/2026
e1f85b33-9b2d-4a2a-99bd-6240a8535961,Minh Hữu Bùi,081198186086,12/11/2006,0592218668,janebui@example.com,"JohnQuận
8 Mai Tổ, 846454",Tiểu đường,11.16,Chị Mai Hoàng,04/04/2026
ac20af11-ebd3-4927-9865-28e6afc5c20e,Chị Phương Mai,144500103700,17/01/1986,0568196500,john58@example.com,"8 Bùi Đường
Thành phố JaneQuận, 155642",Huyết áp cao,9.49,Mai Vũ,09/04/2026
aef2ab2f-495f-42fc-bbc8-c77e29330fc4,Hoàng Nguyễn,534202279861,10/10/1985,0538157066,john80@example.com,"8 Jane Làng
JohnThị xã, 506380",Tim mạch,5.37,Hải Tấn Mai,08/01/2026
9edd2182-33fd-462d-8057-e470be6127a8,Anh Quang Hoàng,834349775163,06/04/1975,0712200578,johnvu@example.com,"281 Nguyễn Số
JaneQuận, 268746",Tim mạch,4.16,Nam Đặng,03/03/2026
27591ad4-0a39-4bf7-a7a1-58a0efffa2f4,Trọng Thị Hoàng,166013339346,28/11/1996,0889137180,jane98@example.com,"3 John Hẻm
JaneThành phố, 466375",Tiểu đường,11.5,Chị Dương Đặng,13/02/2026
c0ae0b1a-f347-4736-b7ec-07a64b27b079,Ông Tú Đặng,959801664850,23/11/1967,0559456886,johndang@example.com,"48 Nguyễn Tổ
JaneThành phố, 410833",Huyết áp cao,11.88,Bà Vân Trần,05/05/2026
c5f833cf-f4ce-4477-b8bc-a9ac2ada62ce,Dương Trần,905226688757,30/09/1950,0920094974,janetran@example.org,"1 John Dãy
JohnThành phố, 176806",Tim mạch,4.06,Lan Vũ,15/03/2026
e9366a85-3a46-4be3-9255-a4de9330ba83,Huy Bùi,633417377851,16/04/1968,0750639214,ubui@example.org,"0 John Ngõ
JohnHuyện, 925115",Khỏe mạnh,10.29,Trọng Trần,06/02/2026
65262474-61a4-41ff-b00b-8b43ed3b9d13,Chi Lê,601902316744,21/04/1974,0383810736,janemai@example.com,"50 John Đường
Thị xã JohnHuyện, 320256",Huyết áp cao,9.38,Trung Bảo Mai,19/01/2026
d5b211a9-9dec-4b83-b885-8f7e2f1a25a8,Trung Trần,103957041580,06/08/1948,0301078876,maijane@example.net,"1 Trần Làng
JaneHuyện, 234443",Tiểu đường,9.78,Cô Thảo Hoàng,10/01/2026
735d88f3-7c61-46df-915a-6b4331891f48,Trọng Thế Hoàng,100439515567,26/06/1946,0538470774,jane62@example.org,"6 Đặng Hẻm
JaneThị xã, 566991",Khỏe mạnh,3.87,Khoa Mai Bảo Mai,15/01/2026
d77fbeeb-14fc-4a5d-9b4b-f377a542deb9,Hoàng Mai,775868102355,12/09/1949,0325166066,tranjohn@example.net,"3 Jane Dãy
Huyện JaneQuận, 909652",Tiểu đường,4.93,Hoàng Dương,07/03/2026
808e08d2-5d26-4b1b-a593-b659172e8c68,Dương Phạm,916648044840,06/04/1997,0371457481,johnduong@example.org,"7 Nguyễn Làng
JohnThành phố, 377198",Khỏe mạnh,4.8,Quang Thị Phạm,09/03/2026
783c91eb-635a-41f2-9c7a-f83dca9d2704,Ông Hưng Đặng,175389440675,23/11/1942,0898365330,jane98@example.net,"91 Bùi Làng
JaneHuyện, 610511",Huyết áp cao,7.23,Ông Minh Lê,27/02/2026
a4bae8bf-83b8-4a05-93bc-0dc63ae0acdb,Trung Lê,912787604955,01/01/1949,0791712209,john36@example.com,"7 Phạm Hẻm
JohnQuận, 145240",Tiểu đường,5.95,Chị Bảo Mai,06/01/2026
2a955908-0e50-4fd8-a598-f38392803da2,Phúc Mai,002164385873,24/04/2005,0800216904,vujohn@example.org,"23 Hoàng Hẻm
Huyện JohnPhường, 818894",Khỏe mạnh,8.28,Bảo Quang Phạm,19/02/2026
33cd1d56-043d-42db-9bcb-404c21d8b96a,Bảo Đức Lê,594840679930,05/02/1970,0817865713,maijohn@example.org,"8 Jane Số
JohnPhường, 655552",Tim mạch,6.56,Lâm Mai Bảo Bùi,15/02/2026
c2f43c10-e869-407c-bdcb-fffccdfba4e9,Kim Lê,713546467819,09/12/1953,0932748150,johnvu@example.net,"30 John Đường
JohnPhường, 943356",Tim mạch,6.1,Huy Phú Trần,21/01/2026
42e4bf01-40ee-431d-95da-d216a6cdae3c,Khoa Phú Hoàng,894746424609,23/06/1955,0576271530,apham@example.net,"588 Vũ Khu
JanePhường, 244775",Tiểu đường,8.07,Nhật Phạm,28/02/2026
19abdc15-296b-47bf-b301-bb6cb3061300,Quý cô Vi Đặng,816980662154,27/10/1993,0552912246,lejane@example.net,"796 John Khu
Huyện JohnXã, 139589",Khỏe mạnh,8.29,Kim Thế Hoàng,08/01/2026
a3ea21a2-2cde-4187-91fa-82a6c60b340c,Quý ông Nam Phạm,738256003670,14/06/1997,0707078753,john09@example.net,"2 Jane Làng
Quận JohnHuyện, 917546",Huyết áp cao,6.89,Thành Hữu Bùi,18/03/2026
b4209103-bca7-46eb-83ef-0f77848ac924,Hà Mai,104413343065,16/02/1956,0554386484,jane43@example.net,"JaneXã
26 John Khu, 456480",Khỏe mạnh,6.96,Phương Vũ,25/04/2026
400945ce-932c-4ec9-8b1b-8effd02a6cbb,Quý ông Nhiên Dương,312533489702,27/07/1991,0379368404,jane79@example.org,"633 Bùi Tổ
Huyện JohnHuyện, 197527",Huyết áp cao,6.79,Hải Tấn Trần,14/03/2026
5a81762a-5059-477b-b9ff-89d92db13deb,Bà Lan Phạm,221469271449,15/10/1971,0986504097,johnpham@example.com,"952 John Ngõ
JohnXã, 144316",Tim mạch,8.17,Bác Trọng Đặng,06/03/2026
9313b3a7-e5a1-46e4-a188-6146fc40a3d4,Châu Lê,036168623534,22/03/2007,0995144934,jane39@example.org,"80 Bùi Hẻm
JohnPhường, 643377",Huyết áp cao,6.57,Bác Nam Nguyễn,30/03/2026
534fc96d-19ca-4c1b-94bc-f47a61223189,Trọng Đức Lê,480450546452,28/05/1975,0784643818,janeduong@example.net,"63 Đặng Tổ
JaneThị xã, 288627",Khỏe mạnh,6.02,Chị Hà Vũ,16/04/2026
618192de-db37-4ca7-aea5-e3418e2ac3ff,Chị Vi Lê,457656080617,20/11/1969,0362327302,lejane@example.com,"44 Jane Ngõ
Thành phố JohnHuyện, 599687",Huyết áp cao,10.93,Nhật Đặng,04/02/2026
ee8d5daa-8eb7-4306-8f73-198e5c3d0d5f,Quang Nguyễn,520474989311,02/06/1965,0985913984,john99@example.net,"55 Dương Ngõ
JaneThị xã, 762398",Huyết áp cao,10.53,Chị Hải Đặng,25/02/2026
d9518f98-679f-4f42-9256-d7079cc05b67,Hà Lê,381189641196,11/06/1960,0974007136,jane44@example.net,"59 Bùi Hẻm
Thành phố JohnPhường, 346024",Tiểu đường,6.77,Vũ Phạm,22/01/2026
efd1b588-1054-42d5-9876-35761a5ed196,Ông Nam Bùi,410573820612,11/08/1973,0739214529,tranjane@example.net,"33 Dương Hẻm
Quận JohnThành phố, 795781",Tiểu đường,4.58,Dũng Mai Bảo Dương,08/05/2026
8c6d768e-45bc-43ba-af52-d36e8a63b93c,Anh Tùng Lê,821407103139,28/06/1978,0562989469,bhoang@example.net,"78 John Dãy
JaneThị xã, 372427",Huyết áp cao,9.11,Bà An Nguyễn,10/03/2026
5808d790-22e4-4628-9913-057dc21f84fc,Châu Mai,251780121939,19/12/1935,0923397833,tduong@example.org,"3 Jane Làng
JaneThị xã, 362035",Tiểu đường,7.03,Quý cô Kim Phạm,04/02/2026
84408e98-3d53-4c43-a015-2b5b6c17e150,Khoa Mai,209836271157,28/05/1994,0839168362,epham@example.org,"7 Vũ Dãy
Huyện JohnQuận, 152042",Tiểu đường,8.42,Lan Trần,06/02/2026
ba23b07a-703c-4286-b717-14cd200291bb,Mai Trần,958074311063,11/05/1946,0396674037,vpham@example.com,"70 Trần Hẻm
Huyện JaneThành phố, 669578",Khỏe mạnh,3.89,Anh Trung Vũ,18/04/2026
f97f4994-1f38-4f55-833a-c4d6d4085391,Quý cô Vi Dương,250931533372,27/05/1953,0705618614,phamjane@example.net,"64 Lê Đường
Huyện JanePhường, 413328",Khỏe mạnh,5.04,Bà Xuân Nguyễn,24/04/2026
3c6841d6-1ce8-412f-b928-7d2637c0f87a,Thành Văn Lê,622476711907,08/05/1993,0763064942,buijohn@example.org,"JohnHuyện
271 Nguyễn Đường, 472787",Khỏe mạnh,11.34,Cô Bảo Dương,31/01/2026
a50784cb-c9df-401e-8ef0-0de1fb4f1972,Bảo Hoàng Nguyễn,232916611821,04/09/1985,0576387271,john40@example.com,"7 John Tổ
JaneHuyện, 971733",Khỏe mạnh,9.99,Cô Phương Lê,28/02/2026
5dfb1922-8aa6-4006-836a-db9dd1c56a00,Ông Minh Bùi,260507337857,01/12/1988,0356450799,hoangjane@example.net,"8 Phạm Dãy
Huyện JaneThị xã, 772036",Tiểu đường,9.64,Tú Đức Mai,28/03/2026
2138e2e6-f013-4170-95cf-3b4c0b34fc84,Cô Lâm Trần,013008573208,16/10/1970,0364096294,nguyenjane@example.net,"539 John Làng
JohnThị xã, 939930",Khỏe mạnh,6.15,Linh Mai,08/04/2026
5e7b4866-d270-4470-aa7b-e8b1e3f342a8,Ánh Hoàng,450143319410,06/10/1954,0731138611,tranjane@example.org,"386 John Làng
Thị xã JohnPhường, 704570",Tiểu đường,3.82,Bảo Bảo Trần,22/01/2026
81338bdc-66cc-4376-8cca-89632e2e77a4,Phúc Mai Đặng,220845822554,29/03/2001,0538730436,jane66@example.net,"8 Jane Khu
JaneThị xã, 516379",Khỏe mạnh,6.76,Yến Nguyễn,09/05/2026
2294fa0a-8482-4c08-842c-65ad9883e9b1,Nam Vũ,926943996056,22/03/2007,0880217988,janenguyen@example.net,"075 John Khu
JohnQuận, 368691",Huyết áp cao,7.46,Vũ Hoàng,22/02/2026
13c37b5d-bbf8-4a91-b7a9-f824eafa4d5b,Châu Xuân Dương,606766685308,21/08/1995,0868065660,hoangjane@example.org,"055 Bùi Ngõ
Thành phố JaneThành phố, 419588",Khỏe mạnh,8.16,Linh Mai,16/03/2026
388629ff-b2a0-4778-809d-644453ab3cce,Cô Hải Bùi,407664836606,31/03/2006,0581855896,phamjane@example.com,"517 Jane Khu
Thị xã JanePhường, 236708",Tim mạch,8.33,Quý cô Phương Phạm,05/03/2026
8fa8ae34-3233-4053-9242-ba54a6f9c0e1,Chị Hương Vũ,540686358441,24/01/1992,0734168431,john16@example.com,"59 Jane Hẻm
JaneXã, 252901",Tiểu đường,8.01,Ông Quang Phạm,31/03/2026
da4ec04c-ba7e-4b86-81fa-d75327ef0a4b,Hà Nguyễn,393300310462,06/02/1953,0509367428,janenguyen@example.com,"77 Jane Làng
Quận JaneXã, 606489",Tim mạch,4.61,Cô Kim Hoàng,29/04/2026
2b9a118e-4165-464c-8b21-a30886dc4e34,Thảo Phạm,267572282030,20/12/1992,0359471710,john70@example.org,"5 John Khu
JohnThị xã, 633243",Huyết áp cao,4.04,Thành Dương,24/04/2026
32e97c2d-2fb9-4ccf-9688-85c288145bde,Ông Hưng Phạm,484841913475,08/09/2002,0348473500,jane76@example.net,"5 Vũ Làng
JohnPhường, 370196",Tiểu đường,9.14,An Đức Phạm,20/01/2026
23238416-a82c-4e18-a491-982be5ad481d,Nhật Bùi,468108711570,16/05/1973,0524839487,janepham@example.net,"5 Mai Hẻm
Quận JohnQuận, 424008",Tim mạch,4.94,Quý cô Bảo Hoàng,01/05/2026
88702ae7-8ead-4a9a-915c-42cd51476e86,Bảo Đặng,069788528615,24/08/1996,0768151156,johndang@example.com,"42 John Hẻm
Thành phố JaneXã, 694587",Tiểu đường,8.98,Chị Mai Nguyễn,17/02/2026
22538040-7a02-4a6d-87a2-b171b02a06ee,Bác Phúc Bùi,176458801942,27/03/1971,0961086150,johnpham@example.org,"63 John Ngõ
Thị xã JanePhường, 440677",Huyết áp cao,6.95,Anh Huy Bùi,12/04/2026
61603399-d307-4198-bc3e-b4029ba14c35,Thành Thị Mai,830963188206,04/05/1943,0844096232,pnguyen@example.net,"6 John Khu
JaneHuyện, 911259",Huyết áp cao,6.21,Bảo Lê,25/02/2026
b0a0c1cd-0df6-4527-ab45-bc389cf65e33,Quý cô Hải Dương,864368581574,17/12/1941,0949480401,lejohn@example.com,"279 Jane Ngõ
JanePhường, 780081",Khỏe mạnh,7.16,Cô Hà Trần,03/04/2026
8618e40d-15d6-4658-9ce9-dbbca25291f3,Nhật Xuân Bùi,299290917311,15/07/1975,0511219083,lejane@example.net,"220 Vũ Khu
JanePhường, 289473",Khỏe mạnh,3.73,Bảo Phạm,01/01/2026
75699aef-0320-4c4e-80cb-e188c3f0fac3,Quý ông Tùng Nguyễn,245172118456,29/09/1979,0999778304,npham@example.net,"71 John Khu
Thành phố JohnQuận, 157738",Huyết áp cao,6.4,Hưng Trí Nguyễn,29/03/2026
54c3b22e-4c66-4a4d-9a70-ea8ad6881d3e,An Trần,692687704092,18/10/1965,0323095688,johnvu@example.net,"95 John Khu
JaneThị xã, 960109",Khỏe mạnh,8.4,Kim Mai,09/01/2026
